draw,group,alpha,beta_restored,gamma
160,Reject,0.7481845734772724,0.06216550882076381,0.14296398112193098
161,Accept,1.2432454099571408,-0.3768400358902131,0.08343001267805208
161,Reject,1.2247988458126904,0.0034838652997223746,0.14574145574180503
162,Accept,1.2257420098560465,-0.29635700631333894,0.09935673899912248
162,Reject,1.0084272801777105,-0.28437529052641597,0.20413282221553233
163,Accept,1.316115838186248,-0.22768103606940335,0.0886489624964716
163,Reject,1.302688693592202,-0.042534897837185504,0.17150400657041479
164,Accept,1.033642567254486,-0.45628780481617315,0.06276151279522711
164,Reject,1.1675644689982523,-0.11456636695271695,0.1633430979354176
165,Accept,1.6091856960954432,-0.21779391856702868,0.035856180001135204
165,Reject,0.8679072852578451,0.1686141377561208,0.24936764090404198
166,Accept,1.0857584879419055,-0.32464151721737955,0.0747782198845305
166,Reject,0.9026575517393843,-0.10987818435055056,0.21214848010259565
167,Accept,1.4469456844126347,-0.19319553256129196,0.11150938534216574
167,Reject,0.8578675023551262,-0.15004774139088267,0.16500052356698908
168,Accept,1.182798266878347,-0.2715416529063055,0.10905551248877637
168,Reject,1.3412820063437296,-0.19210247889258408,0.12072528778283133
169,Accept,1.2578115105182706,-0.17356222804468832,0.09382797506774831
169,Reject,1.012932274348303,-0.0638033997768413,0.1871059761772259
170,Accept,1.0225738194711524,-0.05898235653342353,0.1246346089276134
170,Reject,0.9289580082294447,-0.148855893459314,0.16657571862066844
171,Accept,1.411132336354887,-0.36926001576209166,0.10028958129875848
171,Reject,1.1788444499361215,-0.22905011458324967,0.23381104956275378
172,Accept,1.4124640541925746,-0.28538072828888994,0.19396447712965947
172,Reject,0.9082808523287916,-0.02433293813327126,0.1368097206308731
173,Accept,1.221225697808108,-0.1316561256279251,0.17734733876220793
173,Reject,0.8571826443458581,-0.3125189668696995,0.15965463933941376
174,Accept,1.4124242573688839,-0.19257355537221094,0.1479873397903509
174,Reject,0.9521495419157568,-0.07233105821852774,0.2425809303119946
175,Accept,1.4143919499599167,-0.2430509600527643,0.22091296841168426
175,Reject,1.10917613939684,-0.012293449173458277,0.20072147963928433
176,Accept,1.256016327718508,-0.3437816256721409,0.15539827910566043
176,Reject,1.1542390634801303,-0.055346073617166675,0.2648512066003471
177,Accept,1.159410413205927,-0.2683581254892343,0.07262679479562602
177,Reject,1.0158672453190662,-0.07038433745402162,0.17704815685421946
178,Accept,1.403494422246733,-0.22295032253432434,0.11487682232540963
178,Reject,0.8158596455149209,-0.11194747047448649,0.2285531262096012
179,Accept,1.2632039247570732,-0.3087614873545998,0.18293321614666147
179,Reject,1.0938828932256717,-0.15930050997757653,0.11743768882211941
180,Accept,1.1453238860408452,-0.37589944590762914,0.10589365341375533
180,Reject,0.7275449072986184,-0.05519450180437077,0.20523276746094435
181,Accept,1.0631046351494198,-0.2925260221833148,0.10404619516577515
181,Reject,1.1260703961474663,-0.19156313576287481,0.18523351456629109
182,Accept,1.4858851763105683,-0.26013605162951553,0.03827372007100013
182,Reject,0.6251753475975883,-0.4665995031222195,0.19895250182888613
183,Accept,1.2851830490930587,-0.4111717840775255,0.10226925583725442
